"ALIAS","Date.EST","WY","Chla","Color","PAR","Sal","SRP","TN","TP","Turb","DIN","Data.Value","q.30d","Dist_km"
"CES04",2004-07-12,2005,13.5,114,7.96,8,122,1.61,235,3.65,0.009,0.0017370718,0.03231687522,14.8671203517242
"CES04",2018-06-26,2019,2.25,179,7.5,0.2,166,1.45,210,5.1,0.279,0.0076822612,0.3855565422,14.8671203517242
"CES04",2012-10-23,2013,5.16,194,7.5,0.2,66,1.443,98,3.3,0.185,0.0080247824,0.3993063218,14.8671203517242
"CES04",2010-04-27,2010,3,85,7.6,0.27,92,1.329,131,4.6,0.232,0.0167101414,0.1956285368,14.8671203517242
"CES04",2014-01-07,2014,3.57,51,7.9,5.35,63,1.176,119,7.1,0.254,0.00187408028,0.04967046716,14.8671203517242
"CES04",2014-02-11,2014,28.5,42,7.8,2.61,39,1.249,108,3.5,0.096,0.003302883,0.07145481548,14.8671203517242
"CES04",2011-07-20,2012,20.6,68,7.8,1.67,142,1.195,202,3.4,0.01,0.00366987,0.0650545622,14.8671203517242
"CES04",2010-05-25,2011,6,78,7.6,0.24,68,1.342,113,5,0.166,0.008440701,0.3804676558,14.8671203517242
"CES04",2019-01-22,2019,4.82,37,7.8,4.33,69,1.02,105,3.3,0.126,0.00192545846,0.060163359464,14.8671203517242
"CES04",2018-08-21,2019,2.61,186,7.3,0.18,103,1.38,137,2.4,0.321,0.0075110006,0.2291711486,14.8671203517242
"CES04",2014-08-12,2015,3.72,136,7.4,0.23,107,1.3,142,1.4,0.309,0.0040123912,0.15348130314,14.8671203517242
"CES04",2011-09-13,2012,1.37,190,7.3,0.2,107,1.282,139,2.6,0.266,0.0055292708,0.173951838,14.8671203517242
"CES04",2012-12-18,2013,8.26,82,7.9,4.44,48,1.192,79,2.1,0.187,0.00022997852,0.05267976056,14.8671203517242
"CES04",2014-04-09,2014,5.62,42,7.9,1.04,75,1.231,175,13.2,0.105,0.0025199774,0.08329136952,14.8671203517242
"CES04",2011-10-18,2012,1.34,134,7,1.47,93,1.103,113,1.2,0.313,0.0074865348,0.06601851472,14.8671203517242
"CES04",2015-08-11,2016,5.37,107,7.7,0.24,108,1.09,128,2,0.241,0.00134072584,0.09315598008,14.8671203517242
"CES04",2009-09-29,2010,9,126,7.5,0.54,107,1.231,134,1.7,0.264,0.0039879254,0.18906436266,14.8671203517242
"CES04",2010-08-31,2011,2,132,7.4,0.22,96,1.302,123,2.6,0.307,0.0073642058,0.18589359498,14.8671203517242
"CES04",2009-03-24,2009,10,38,7.8,16.1,64,1.014,118,1.6,0.035,0,0.00487848052,14.8671203517242
"CES04",2011-12-20,2012,2.81,55,7.7,11,47,0.784,72,2.5,0.146,0.00032784172,0.0163186886,14.8671203517242
"CES04",2017-09-20,2018,7.8,232,7,0.12,231,1.47,320,2.2,0.188,0.0229244546,0.58184076244,14.8671203517242
"CES04",2014-07-08,2015,8.46,50,7.3,3.66,145,0.93,183,2.1,0.087,0.0027157038,0.0649444661,14.8671203517242
"CES04",2010-09-29,2011,4,126,7.8,1.06,66,1.2,93,1.9,0.238,0.0047463652,0.10597116612,14.8671203517242
"CES04",2012-01-10,2012,7.56,65,7.9,12.3,51,1.115,89,2.4,0.26,0.00017615376,0.03385822062,14.8671203517242
"CES04",2007-04-23,2007,8,23,7.2,25.1,72,0.803,119,1.9,0.038,0,0,14.8671203517242
"CES04",2015-01-21,2015,3.9,74,7.7,4.95,73,1.22,96,3.5,0.308,0.00211873828,0.09881002646,14.8671203517242
"CES04",2007-05-22,2008,10,32,7.8,24,98,1.082,154,6.7,0.0045,0,0,14.8671203517242
"CES04",2010-11-30,2011,4.3,57,7.5,11.7,66,0.826,90,2.4,0.251,0,0.03700696908,14.8671203517242
"CES04",2009-07-28,2010,2,168,7.2,0.27,141,1.306,166,2.7,0.253,0.0081715772,0.22009678338,14.8671203517242
"CES04",2008-07-28,2009,10,147,7.5,0.39,199,1.504,242,3.5,0.403,0.003914528,0.10917129276,14.8671203517242
"CES04",2017-11-28,2018,2.37,132,7.2,0.15,78,1.78,143,8.8,0.243,0.0153889882,0.5595817776,14.8671203517242
"CES04",2010-12-21,2011,5.15,46,8,7.06,52,0.949,79,1.1,0.16,0,0.02902622512,14.8671203517242
"CES04",2014-09-09,2015,2.57,122,7.5,0.3,124,1.42,158,1.5,0.389,0.006728095,0.14560576212,14.8671203517242
"CES04",2007-11-26,2008,25,37,7.6,15,92,0.946,145,4.2,0.021,0,0.00065079028,14.8671203517242
"CES04",2007-12-17,2008,7,32,8.2,17,97,1.044,159,5.4,0.157,0,0,14.8671203517242
"CES04",2016-07-13,2017,6.6,172,7.5,0.18,92,1.27,130,3,0.298,0.0074865348,0.4385005334,14.8671203517242
"CES04",2008-01-28,2008,7,22,8.2,26.2,35,0.776,83,3.2,0.056,0,0.00444543586,14.8671203517242
"CES04",2011-01-12,2011,10.9,36,7.8,8.72,50,1.082,121,8.4,0.139,0,0.01136681068,14.8671203517242
"CES04",2013-08-13,2014,3.77,180,7.1,0.17,57,1.408,101,4.6,0.229,0.0239275524,0.7860372224,14.8671203517242
"CES04",2008-03-24,2008,12,26,7.2,18.4,56,0.917,110,3.6,0.074,0,0.00313406898,14.8671203517242
"CES04",2014-11-12,2015,5.34,116,7.8,2.07,82,1.37,105,1.2,0.316,0.0006483437,0.07276862894,14.8671203517242
"CES04",2016-09-13,2017,3.39,162,7.8,0.19,76,1.18,98,2,0.25,0.0054314076,0.2263575816,14.8671203517242
"CES04",2011-02-09,2011,15.35,34,7.9,5.64,44,1.138,139,8.3,0.04,0.00023976484,0.01838115554,14.8671203517242
"CES04",2012-06-19,2013,12.1,34,7.9,9.99,98,0.9725,145,3.8,0.0115,0.00089544828,0.04372283118,14.8671203517242
"CES04",2008-06-18,2009,32,25,8,23,113,1.394,229,8.8,0.055,0.00014434822,0.0030092934,14.8671203517242
"CES04",2016-11-08,2017,1.59,98,8,1.08,55,1.1,78,2.1,0.287,0.0037188016,0.2570376948,14.8671203517242
"CES04",2009-06-23,2010,4,132,7.5,1.05,261,1.624,310,4,0.336,0.0032294856,0.13790637486,14.8671203517242
"CES04",2013-10-08,2014,3.63,144,7.3,0.16,50,1.474,105,7.3,0.218,0.0104468966,0.522711817,14.8671203517242
"CES04",2010-06-29,2011,28,58,7.7,0.22,46,1.357,96,2.7,0.042,0.007584398,0.2472024432,14.8671203517242
"CES04",2006-09-26,2007,0.5,158,7.3,0.18,118,1.154,151,1.1,0.267,0.00193769136,0.50615336356,14.8671203517242
"CES04",2011-04-21,2011,23.6,30,7.8,11.9,66,1.1725,156,4.2,0.0085,0,0.0131503675,14.8671203517242
"CES04",2011-05-18,2012,7.89,30,8.3,17.2,64,0.8425,122,4.8,0.0115,0,0.00219213568,14.8671203517242
"CES04",2013-01-28,2013,30.4,63,8,8.8,32,1.225,105,3.6,0.023,0.00026667722,0.05240085044,14.8671203517242
"CES04",2012-03-14,2012,11.6,40,7.9,9.96,41,0.996,91,2.4,0.033,0.00012477558,0.03542158524,14.8671203517242
"CES04",2018-10-16,2019,2.15,107,7.6,1.3,86,1.21,106,1.8,0.308,0.0037677332,0.1757745401,14.8671203517242
"CES04",2008-09-29,2009,5,166,7.4,0.21,150,1.751,195,3.1,0.231,0.0084896326,0.36413184114,14.8671203517242
"CES04",2015-03-10,2015,2.37,47,7.9,0.36,40,1.04,74,3.4,0.124,0.0050888864,0.12747660432,14.8671203517242
"CES04",2018-01-23,2018,4.92,74,7.9,5.03,72,1.22,111,4,0.362,0.00103490334,0.078208844228,14.8671203517242
"CES04",2015-04-14,2015,5.65,40,7.9,0.22,52,0.954,90,4.4,0.086,0.0046729678,0.15338588652,14.8671203517242
"CES04",2011-06-02,2012,23.4,28,7.9,18.2,106,1.2725,243,8.9,0.005,0,0.00219213568,14.8671203517242
"CES04",2013-03-12,2013,27.3,61,8,2.98,32,1.323,115,5.3,0.02,0.002201922,0.073886716,14.8671203517242
"CES04",2014-06-10,2015,10.8,32,7.5,11,99,0.96,153,4.1,0.0125,0.00159272358,0.03788039814,14.8671203517242
"CES04",2008-10-27,2009,5,112,7.9,2.32,105,1.299,139,2.1,0.375,0.002691238,0.1601775926,14.8671203517242
"CES04",2008-05-19,2009,16,26,7.8,21.8,83,1.034,163,6.4,0.022,0,0,14.8671203517242
"CES04",2006-12-19,2007,4,43,7.4,13.2,88,1.062,118,2.2,0.319,0.00140189034,0.00986461056,14.8671203517242
"CES04",2005-08-22,2006,3.03,117.5,7.025,0.2,99,1.4,135,6,0.2005,0.0192790504,0.6560748928,14.8671203517242
"CES04",2011-08-03,2012,3.68,67,7.5,2.61,165,1.107,203,3.3,0.161,0.0026178406,0.0693116114,14.8671203517242
"CES04",2013-04-02,2013,18.3,56,7.8,2.04,37,1.3125,109,5.6,0.0115,0.00184472132,0.05008638576,14.8671203517242
"CES04",2016-01-13,2016,1.59,115,7.7,2.2,83,1.23,105,3,0.315,0.00227287282,0.10133979018,14.8671203517242
"CES04",2008-12-29,2009,6,58,7.9,9.13,65,1.157,96,2.4,0.171,0.00149730696,0.03783146654,14.8671203517242
"CES04",2017-05-16,2018,12.1,40,8.2,8.67,66,0.992,116,3.3,0.0145,0.00051867496,0.024366958168,14.8671203517242
"CES04",2013-07-02,2014,1.6,144,7.3,0.24,138,1.399,176,3.2,0.307,0.0236339628,0.2613926072,14.8671203517242
"CES04",2015-07-21,2016,6.16,66,7.6,0.33,137,0.972,158,1.7,0.173,0.0032050198,0.06296518288,14.8671203517242
"CES04",2007-08-27,2008,13,44,7.5,10.9,193,0.999,245,4,0.049,0,0.01291060266,14.8671203517242
"CES04",2009-01-27,2009,49,58,7.9,9.29,70,1.668,180,5.9,0.12,0.00030092934,0.04469657002,14.8671203517242
"CES04",2016-03-08,2016,5.5,97,7.9,0.18,27,1.08,59,4.1,0.105,0.0109851442,0.5162039142,14.8671203517242
"CES04",2007-10-29,2008,20,61,7.6,8.99,132,1.264,200,7.3,0.255,0.00011988242,0.00684553084,14.8671203517242
"CES04",2009-02-24,2009,13,54,7.5,5.05,54,1.257,118,7.3,0.0095,0,0.03805165874,14.8671203517242
"CES04",2018-05-15,2019,3.78,45,7.4,5.61,128,1.23,168,3,0.248,0.0078535218,0.065561982892,14.8671203517242
"CES04",2015-09-15,2016,4.3,162,7.2,0.19,88,1.2,135,3.3,0.208,0.0085140984,0.2107484012,14.8671203517242
"CES04",2007-01-22,2007,12.5,42,7.7,12.8,83,1.2315,184,14.2,0.1185,0.0004648502,0.02143938054,14.8671203517242
"CES04",2013-02-25,2013,30.9,68,8.2,2.69,31,1.2925,116,6.1,0.0145,0.00023976484,0.06711458256,14.8671203517242
"CES04",2011-11-01,2012,0.597,151,7.3,0.21,67,1.194,108,3,0.24,0.01100961,0.17152238406,14.8671203517242
"CES04",2008-11-24,2009,34,89,8.1,9.53,50,1.106,112,4.5,0.072,0.00099575806,0.03741799452,14.8671203517242
"CES04",2009-08-25,2010,2,146,7.5,0.23,100,1.347,125,1.9,0.239,0.0032539514,0.233893048,14.8671203517242
"CES04",2009-04-28,2009,6,35,7.3,14.7,93,0.8925,142,1.7,0.0125,0,0.02180636754,14.8671203517242
"CES04",2010-10-27,2011,5,66,7.7,7.59,74,0.891,108,2.6,0.194,0,0.02760231556,14.8671203517242
"CES04",2017-08-08,2018,3.11,108,7.7,0.26,118,1.22,142,1.9,0.248,0.0029603618,0.13043207296,14.8671203517242
"CES04",2014-03-05,2014,10.1,48,7.4,1.69,59,1.146,96,4,0.134,0.00222394122,0.0815445114,14.8671203517242
"CES04",2014-10-14,2015,1.82,158,7.8,0.64,113,1.29,136,1.7,0.302,0.00102022386,0.19298133724,14.8671203517242
"CES04",2016-05-10,2017,15,52,7.9,0.21,65,1.09,116,5.1,0.137,0.004648502,0.1831020472,14.8671203517242
"CES04",2007-09-24,2008,4,61,7.9,5.86,188,1.161,246,6,0.252,0.00128200792,0.01641165864,14.8671203517242
"CES04",2017-10-18,2018,2.69,188,7.2,0.15,73,1.43,125,6.8,0.23,0.0204778746,0.7928876464,14.8671203517242
"CES04",2007-06-18,2008,19,29,7.8,21.8,106,1.044,176,2.9,0.0265,0.0033518146,0.01175826348,14.8671203517242
"CES04",2012-02-14,2012,4.19,49,7.9,11.6,40,0.955,82,2.4,0.042,0.0002813567,0.03167587126,14.8671203517242
"CES04",2011-03-23,2011,4.8,26,7.8,13.5,43,0.7625,79,2.4,0.0165,0,0.01523974682,14.8671203517242
"CES04",2013-05-21,2014,6.49,44,7.9,4.52,67,1.039,110,2.9,0.019,0.0025933748,0.08075181948,14.8671203517242
"CES04",2019-04-23,2019,4.42,36,7.8,1.17,95,1.08,133,2.6,0.136,0.00176643076,0.06802226374,14.8671203517242
"CES04",2015-10-13,2016,3.63,134,7.7,0.22,78,1.05,99,1.2,0.29,0.00060675184,0.16581940608,14.8671203517242
"CES04",2012-08-01,2013,9.15,103,7.7,0.46,130,1.378,184,5.8,0.151,0.00097618542,0.0721863429,14.8671203517242
"CES04",2012-04-17,2012,5.14,24,7.8,19.1,52,0.8425,114,3.7,0.005,0,0.01193441724,14.8671203517242
"CES05",2010-09-29,2011,8,87,8.3,5.43,29,0.8425,63,2.4,0.0105,0.0047463652,0.10597116612,21.9448169624521
"CES05",2014-11-12,2015,11.8,85,8.2,6.89,35,0.969,69,1.9,0.0165,0.0006483437,0.07276862894,21.9448169624521
"CES05",2011-09-13,2012,7.75,189,7.6,0.22,115,1.249,149,2.1,0.251,0.0055292708,0.173951838,21.9448169624521
"CES05",2009-11-24,2010,9,32,8,18,61,0.6225,87,1.4,0.0095,0.00053335444,0.00087587564,21.9448169624521
"CES05",2012-01-10,2012,7.16,45,8.1,16.3,31,0.771,67,2.4,0.044,0.00017615376,0.03385822062,21.9448169624521
"CES05",2017-08-08,2018,7.51,106,7.9,0.27,134,1.19,173,2.9,0.225,0.0029603618,0.13043207296,21.9448169624521
"CES05",2012-10-23,2013,4.23,198,7.9,0.24,71,1.457,99,3.3,0.219,0.0080247824,0.3993063218,21.9448169624521
"CES05",2016-07-13,2017,6.23,162,7.7,0.18,92,1.25,130,3.2,0.316,0.0074865348,0.4385005334,21.9448169624521
"CES05",2010-11-30,2011,5.5,46,7.7,12.6,54,0.859,85,1.1,0.153,0,0.03700696908,21.9448169624521
"CES05",2017-10-18,2018,3.6,196,7.3,0.15,83,1.49,152,9.8,0.248,0.0204778746,0.7928876464,21.9448169624521
"CES05",2015-01-21,2015,3.04,65,8,7.83,69,1.14,98,2.9,0.284,0.00211873828,0.09881002646,21.9448169624521
"CES05",2019-04-23,2019,11.1,36,8.1,5.34,79,0.98,126,1.8,0.024,0.00176643076,0.06802226374,21.9448169624521
"CES05",2010-04-27,2010,4,78,7.7,0.38,100,1.331,150,6.2,0.234,0.0167101414,0.1956285368,21.9448169624521
"CES05",2012-07-17,2013,4.83,37,8.1,7.33,85,0.8825,133,2.8,0.0165,0.0024710458,0.05553981258,21.9448169624521
"CES05",2015-07-21,2016,10.6,39,8.1,3.03,104,0.766,145,2.8,0.015,0.0032050198,0.06296518288,21.9448169624521
"CES05",2016-03-08,2016,11,95,8,0.19,28,1.09,65,4.9,0.072,0.0109851442,0.5162039142,21.9448169624521
"CES05",2011-08-03,2012,11.3,43,7.7,7.18,93,0.9025,151,4.3,0.0105,0.0026178406,0.0693116114,21.9448169624521
"CES05",2015-10-13,2016,2.83,131,7.8,1.8,95,1.15,118,1.4,0.329,0.00060675184,0.16581940608,21.9448169624521
"CES05",2015-09-15,2016,8.17,146,7.6,0.2,76,1.09,107,3.1,0.224,0.0085140984,0.2107484012,21.9448169624521
"CES05",2015-03-10,2015,8.39,45,8,2.95,40,0.962,82,4.1,0.056,0.0050888864,0.12747660432,21.9448169624521
"CES05",2013-07-02,2014,5.18,104,7.7,0.24,126,1.287,159,3.3,0.283,0.0236339628,0.2613926072,21.9448169624521
"CES05",2018-05-15,2019,8.76,33,7.8,14.3,89,0.828,130,1.9,0.0125,0.0078535218,0.065561982892,21.9448169624521
"CES05",2011-04-21,2011,4.3,23,7.9,17.6,47,0.7225,81,2,0.0075,0,0.0131503675,21.9448169624521
"CES05",2018-01-23,2018,38.3,63,8.4,8.94,26,0.927,82,2.7,0.024,0.00103490334,0.078208844228,21.9448169624521
"CES05",2016-11-08,2017,3.67,84,8,4.76,59,1.07,81,2.3,0.276,0.0037188016,0.2570376948,21.9448169624521
"CES05",2014-06-10,2015,4.49,20,8,15.8,64,0.76,99,1.6,0.0095,0.00159272358,0.03788039814,21.9448169624521
"CES05",2011-07-20,2012,6.78,51,8,5.4,121,0.9625,180,4.2,0.0075,0.00366987,0.0650545622,21.9448169624521
"CES05",2015-04-14,2015,4.35,39,8,0.94,71,0.904,106,3.3,0.027,0.0046729678,0.15338588652,21.9448169624521
"CES05",2013-09-10,2014,4.39,133,7.4,0.18,75,1.353,118,7.1,0.229,0.0186674054,0.7258758202,21.9448169624521
"CES05",2014-12-09,2015,3.62,65,7.8,6.55,65,1.01,96,2.2,0.219,0.0029603618,0.08690496818,21.9448169624521
"CES05",2012-11-05,2013,7.2,180,7.7,0.96,74,1.471,105,2.6,0.301,0.0047463652,0.3274991988,21.9448169624521
"CES05",2018-06-26,2019,5.13,173,7.7,0.21,186,1.57,225,5.8,0.367,0.0076822612,0.3855565422,21.9448169624521
"CES05",2016-01-13,2016,1.75,91,7.9,4.73,79,1.14,96,2.5,0.287,0.00227287282,0.10133979018,21.9448169624521
"CES05",2013-10-08,2014,3.58,152,7.5,0.16,57,1.329,92,4.2,0.214,0.0104468966,0.522711817,21.9448169624521
"CES05",2012-12-18,2013,12,73,7.9,9.94,42,1.026,80,2,0.12,0.00022997852,0.05267976056,21.9448169624521
"CES05",2017-11-28,2018,2.63,135,7.6,0.15,77,1.35,122,6.4,0.256,0.0153889882,0.5595817776,21.9448169624521
"CES05",2010-10-27,2011,8,52,7.9,11.7,61,0.754,86,1.8,0.091,0,0.02760231556,21.9448169624521
"CES05",2010-06-29,2011,20,60,8,0.28,54,1.1525,100,3.3,0.0145,0.007584398,0.2472024432,21.9448169624521
"CES05",2014-09-09,2015,2.89,129,7.7,1.87,140,1.32,171,1.4,0.364,0.006728095,0.14560576212,21.9448169624521
"CES05",2017-09-20,2018,12.2,211,7.1,0.13,216,1.34,277,2,0.2,0.0229244546,0.58184076244,21.9448169624521
"CES05",2010-05-25,2011,11,58,8.1,0.25,54,1.194,95,4.2,0.06,0.008440701,0.3804676558,21.9448169624521
"CES05",2010-12-21,2011,6.25,37,8.2,12.8,30,0.6425,60,1,0.0125,0,0.02902622512,21.9448169624521
"CES05",2012-09-19,2013,6.69,182,7.6,0.22,99,1.378,125,5.5,0.274,0.0093214698,0.3107890574,21.9448169624521
"CES05",2013-11-18,2014,8.08,74,7.8,11.6,65,1.08,93,2.9,0.251,0.002691238,0.05530738748,21.9448169624521
"CES05",2011-06-02,2012,13.4,19,8.1,22.8,72,0.9925,182,7,0.005,0,0.00219213568,21.9448169624521
"CES05",2011-12-20,2012,1.95,44,7.8,14.8,41,0.686,62,1.4,0.089,0.00032784172,0.0163186886,21.9448169624521
"CES05",2014-02-11,2014,7.15,34,7.9,8.53,28,0.8925,65,1.8,0.0175,0.003302883,0.07145481548,21.9448169624521
"CES05",2018-08-21,2019,1.79,206,7.6,0.18,107,1.35,141,2.8,0.288,0.0075110006,0.2291711486,21.9448169624521
"CES05",2019-01-22,2019,4.6,32,8.1,8.79,64,0.844,104,2.7,0.034,0.00192545846,0.060163359464,21.9448169624521
"CES05",2014-08-12,2015,6.07,112,7.8,0.28,126,1.38,172,2.9,0.339,0.0040123912,0.15348130314,21.9448169624521
"CES05",2013-05-21,2014,5.34,33,8,8.4,59,0.9225,97,2.1,0.0105,0.0025933748,0.08075181948,21.9448169624521
"CES05",2010-08-31,2011,7,92,7.8,0.23,105,1.258,150,5,0.279,0.0073642058,0.18589359498,21.9448169624521
"CES05",2010-01-26,2010,8,33,7.8,11,44,0.6725,79,4.1,0.0155,0.00038655964,0.02294402724,21.9448169624521
"CES05",2010-07-28,2011,31,63,8.3,0.32,26,1.2725,79,7.1,0.0175,0.0038166648,0.372124818,21.9448169624521
"CES05",2013-01-28,2013,4.67,48,8,12.5,27,0.7925,56,1.6,0.0095,0.00026667722,0.05240085044,21.9448169624521
"CES05",2012-08-01,2013,11.1,56,8,3.69,93,1.0825,162,5,0.0145,0.00097618542,0.0721863429,21.9448169624521
"CES05",2014-07-08,2015,3.92,34,7.8,7.65,113,0.8,149,1.9,0.0115,0.0027157038,0.0649444661,21.9448169624521
"CES05",2014-01-07,2014,5.36,44,8,9.53,58,0.986,113,5.4,0.158,0.00187408028,0.04967046716,21.9448169624521
"CES05",2011-05-18,2012,7.37,17,8.1,22.6,56,0.7725,116,3.4,0.0095,0,0.00219213568,21.9448169624521
"CES05",2015-08-11,2016,7.97,82,7.8,2.14,120,1.01,154,2.5,0.199,0.00134072584,0.09315598008,21.9448169624521
"CES05",2016-05-10,2017,4.47,46,8.2,1.11,51,0.916,91,3.1,0.0175,0.004648502,0.1831020472,21.9448169624521
"CES05",2012-05-08,2013,4.77,16,7.9,20.3,36,0.8025,76,3.4,0.005,0,0.02084730818,21.9448169624521
"CES05",2011-02-09,2011,7,30,8,11.6,30,0.8525,84,4.3,0.0095,0.00023976484,0.01838115554,21.9448169624521
"CES05",2017-05-16,2018,3.71,25,7.9,16.4,62,0.808,98,2.2,0.0285,0.00051867496,0.024366958168,21.9448169624521
"CES05",2014-03-05,2014,5.48,38,7.7,6.77,40,0.8725,78,3.7,0.005,0.00222394122,0.0815445114,21.9448169624521
"CES05",2012-06-19,2013,4.08,23,7.9,14.8,80,0.8725,119,2.7,0.0105,0.00089544828,0.04372283118,21.9448169624521
"CES05",2015-02-10,2015,5.39,54,8,5.02,54,1.07,91,3.7,0.242,0.0027401696,0.10097769634,21.9448169624521
"CES05",2012-04-17,2012,3.24,18,7.7,23.5,39,0.7325,78,2,0.005,0,0.01193441724,21.9448169624521
"CES05",2014-10-14,2015,2.84,128,7.9,2.73,104,1.2,129,0.8,0.287,0.00102022386,0.19298133724,21.9448169624521
"CES05",2018-10-16,2019,7.75,96,7.8,4.88,89,1.15,123,1.4,0.261,0.0037677332,0.1757745401,21.9448169624521
"CES05",2011-10-18,2012,4.06,94,7.8,6.54,91,1.039,122,4.2,0.273,0.0074865348,0.06601851472,21.9448169624521
"CES05",2012-02-14,2012,10.9,34,8,17.1,18,0.6625,50,1.6,0.0165,0.0002813567,0.03167587126,21.9448169624521
"CES05",2013-03-12,2013,6.78,46,7.9,9.1,33,1.0025,97,3.6,0.0135,0.002201922,0.073886716,21.9448169624521
"CES05",2011-11-01,2012,1.33,142,7.7,0.21,79,1.041,113,4,0.222,0.01100961,0.17152238406,21.9448169624521
"CES05",2012-03-14,2012,8.51,32,8,14.5,18,0.8225,66,1.8,0.0075,0.00012477558,0.03542158524,21.9448169624521
"CES05",2014-04-09,2014,3.83,37,8,5.34,59,1.106,151,10.8,0.07,0.0025199774,0.08329136952,21.9448169624521
"CES05",2013-04-02,2013,9.57,44,7.9,8,32,1.0425,93,2.6,0.0105,0.00184472132,0.05008638576,21.9448169624521
"CES05",2013-12-10,2014,8.11,48,8.2,11.5,27,0.7825,63,1.5,0.0205,0.0035720068,0.05294888436,21.9448169624521
"CES05",2016-09-13,2017,4.4,162,8,0.17,82,1.08,109,3,0.245,0.0054314076,0.2263575816,21.9448169624521
"CES05",2013-02-25,2013,14.6,53,8.1,8.08,25,1.0225,93,4,0.0125,0.00023976484,0.06711458256,21.9448169624521
"CES05",2013-08-13,2014,3.37,175,7.3,0.18,67,1.365,102,4.4,0.244,0.0239275524,0.7860372224,21.9448169624521
"CES06",2009-01-27,2009,5,38,8,15.1,37,0.8825,71,2.5,0.0105,0.00030092934,0.04469657002,26.7623460786384
"CES06",2014-09-09,2015,2.56,96,7.7,5.91,132,1.22,163,1.4,0.373,0.006728095,0.14560576212,26.7623460786384
"CES06",2008-10-27,2009,4,73,7.8,11,88,0.999,116,1.2,0.25,0.002691238,0.1601775926,26.7623460786384
"CES06",2015-02-10,2015,4.26,47,8,7.71,49,0.975,82,2.7,0.199,0.0027401696,0.10097769634,26.7623460786384
"CES06",2004-07-12,2005,102,159,9.145,17.5,4,1.705,148.5,13.35,0.009,0.0017370718,0.03231687522,26.7623460786384
"CES06",2014-10-14,2015,3.07,92,7.9,7.82,86,1.08,113,1.2,0.262,0.00102022386,0.19298133724,26.7623460786384
"CES06",2015-08-11,2016,13,51,7.9,6.84,75,0.836,118,2.7,0.018,0.00134072584,0.09315598008,26.7623460786384
"CES06",2011-05-18,2012,3.1,12,8,26.4,49,0.5625,86,2.3,0.0095,0,0.00219213568,26.7623460786384
"CES06",2015-04-14,2015,4.14,32,7.9,5.64,63,0.824,94,2.2,0.014,0.0046729678,0.15338588652,26.7623460786384
"CES06",2011-07-20,2012,7.78,37,8.1,9.1,88,0.8125,148,4.5,0.0095,0.00366987,0.0650545622,26.7623460786384
"CES06",2009-06-23,2010,8,37,7.5,11.7,114,1.0225,175,5.5,0.0095,0.0032294856,0.13790637486,26.7623460786384
"CES06",2010-12-21,2011,3.7,32,8.2,14.8,26,0.655,55,0.9,0.022,0,0.02902622512,26.7623460786384
"CES06",2012-11-05,2013,2.67,173,7.9,2.12,77,1.397,103,1.2,0.304,0.0047463652,0.3274991988,26.7623460786384
"CES06",2014-03-05,2014,2.79,31,7.8,9.82,34,0.7725,66,2.4,0.005,0.00222394122,0.0815445114,26.7623460786384
"CES06",2008-06-18,2009,26,18,8,25.7,40,1.058,149,8.9,0.068,0.00014434822,0.0030092934,26.7623460786384
"CES06",2013-08-13,2014,3.32,170,7.4,0.18,70,1.366,104,2.7,0.235,0.0239275524,0.7860372224,26.7623460786384
"CES06",2014-11-12,2015,2.54,68,8.1,9.22,35,0.835,59,1.3,0.0195,0.0006483437,0.07276862894,26.7623460786384
"CES06",2011-11-01,2012,1.66,123,7.8,1.35,76,1.034,108,4.9,0.241,0.01100961,0.17152238406,26.7623460786384
"CES06",2010-04-27,2010,25,83,7.81,0.98,104,1.559,197,13,0.236,0.0167101414,0.1956285368,26.7623460786384
"CES06",2013-05-21,2014,3.5,24,8,13.2,50,0.8225,85,3.1,0.0125,0.0025933748,0.08075181948,26.7623460786384
"CES06",2011-02-09,2011,8.6,26,8,15.2,25,0.7725,83,5.1,0.0105,0.00023976484,0.01838115554,26.7623460786384
"CES06",2009-11-24,2010,5,29,8,19.5,57,0.612,80,1.2,0.021,0.00053335444,0.00087587564,26.7623460786384
"CES06",2015-07-21,2016,3.46,26,8.1,8.01,74,0.701,106,1.8,0.019,0.0032050198,0.06296518288,26.7623460786384
"CES06",2010-10-27,2011,4,43,8,14.8,51,0.673,67,0.8,0.056,0,0.02760231556,26.7623460786384
"CES06",2015-01-21,2015,5.18,55,8,10.2,57,1.06,91,2,0.207,0.00211873828,0.09881002646,26.7623460786384
"CES06",2011-04-21,2011,2.7,17,8,21.7,43,0.5925,71,1.1,0.005,0,0.0131503675,26.7623460786384
"CES06",2011-09-13,2012,10.7,181,7.7,0.38,146,1.414,202,5.1,0.329,0.0055292708,0.173951838,26.7623460786384
"CES06",2012-01-10,2012,5.44,39,8.1,15.4,26,0.6825,60,2.4,0.0125,0.00017615376,0.03385822062,26.7623460786384
"CES06",2012-06-19,2013,3.4,14,7.9,19.6,61,0.7525,95,2.5,0.0115,0.00089544828,0.04372283118,26.7623460786384
"CES06",2011-10-18,2012,3.21,82,7.8,8.48,88,0.935,113,2.2,0.274,0.0074865348,0.06601851472,26.7623460786384
"CES06",2008-09-29,2009,2,185,7.7,0.73,181,1.705,234,4.8,0.382,0.0084896326,0.36413184114,26.7623460786384
